cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Iono's Bellibolt ex - 053/159,053/159,Double Rare,Lightning,Bellibolt,Holofoil,0.61,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Bellibolt,False,False,False,False,False,False
Iono's Wattrel,054/159,Common,Lightning,Wattrel,Normal,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Wattrel,False,False,False,False,False,False
Iono's Wattrel,054/159,Common,Lightning,Wattrel,Reverse Holofoil,0.18,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Wattrel,False,False,False,False,False,False
Iono's Kilowattrel - 055/159,055/159,Rare,Lightning,Kilowattrel,Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Kilowattrel,False,False,False,False,False,False
Iono's Kilowattrel - 055/159,055/159,Rare,Lightning,Kilowattrel,Reverse Holofoil,0.33,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Kilowattrel,False,False,False,False,False,False
Lillie's Clefairy ex - 056/159,056/159,Double Rare,Psychic,Clefairy,Holofoil,1.73,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Clefairy,False,False,False,False,False,False
Alolan Marowak,057/159,Uncommon,Psychic,Alolan Marowak,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Alolan Marowak,False,False,False,False,False,False
Alolan Marowak,057/159,Uncommon,Psychic,Alolan Marowak,Reverse Holofoil,0.2,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Alolan Marowak,False,False,False,False,False,False
Mr. Mime,058/159,Common,Psychic,Mr. Mime,Normal,0.06,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Mr. Mime,False,False,False,False,False,False
Mr. Mime,058/159,Common,Psychic,Mr. Mime,Reverse Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Mr. Mime,False,False,False,False,False,False
Shuppet,059/159,Common,Psychic,Shuppet,Normal,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Shuppet,False,False,False,False,False,False
Shuppet,059/159,Common,Psychic,Shuppet,Reverse Holofoil,0.18,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Shuppet,False,False,False,False,False,False
Banette,060/159,Uncommon,Psychic,Banette,Reverse Holofoil,0.32,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Banette,False,False,False,False,False,False
Banette,060/159,Uncommon,Psychic,Banette,Normal,0.06,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Banette,False,False,False,False,False,False
Beldum,061/159,Common,Psychic,Beldum,Normal,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Beldum,False,False,False,False,False,False
Beldum,061/159,Common,Psychic,Beldum,Reverse Holofoil,0.25,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Beldum,False,False,False,False,False,False
Metang,062/159,Common,Psychic,Metang,Normal,0.17,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Metang,False,False,False,False,False,False
Metang,062/159,Common,Psychic,Metang,Reverse Holofoil,0.21,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Metang,False,False,False,False,False,False
Metagross,063/159,Rare,Psychic,Metagross,Holofoil,0.15,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Metagross,False,False,False,False,False,False
Metagross,063/159,Rare,Psychic,Metagross,Reverse Holofoil,0.53,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Metagross,False,False,False,False,False,False
N's Sigilyph,064/159,Common,Psychic,Sigilyph,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Sigilyph,False,False,False,False,False,False
N's Sigilyph,064/159,Common,Psychic,Sigilyph,Normal,0.09,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Sigilyph,False,False,False,False,False,False
Oricorio,065/159,Common,Psychic,Oricorio,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Oricorio,False,False,False,False,False,False
Oricorio,065/159,Common,Psychic,Oricorio,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Oricorio,False,False,False,False,False,False
Lillie's Cutiefly,066/159,Common,Psychic,Cutiefly,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Cutiefly,False,False,False,False,False,False
Lillie's Cutiefly,066/159,Common,Psychic,Cutiefly,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Cutiefly,False,False,False,False,False,False
Lillie's Ribombee - 067/159,067/159,Rare,Psychic,Ribombee,Holofoil,0.1,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Ribombee,False,False,False,False,False,False
Lillie's Ribombee - 067/159,067/159,Rare,Psychic,Ribombee,Reverse Holofoil,0.45,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Ribombee,False,False,False,False,False,False
Lillie's Comfey,068/159,Common,Psychic,Comfey,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Comfey,False,False,False,False,False,False
Lillie's Comfey,068/159,Common,Psychic,Comfey,Normal,0.1,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Comfey,False,False,False,False,False,False
Mimikyu ex,069/159,Double Rare,Psychic,Mimikyu,Holofoil,1.37,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Mimikyu,False,False,False,False,False,False
Dhelmise,070/159,Common,Psychic,Dhelmise,Reverse Holofoil,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Dhelmise,False,False,False,False,False,False
Dhelmise,070/159,Common,Psychic,Dhelmise,Normal,0.06,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Dhelmise,False,False,False,False,False,False
Impidimp,071/159,Common,Psychic,Impidimp,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Impidimp,False,False,False,False,False,False
Impidimp,071/159,Common,Psychic,Impidimp,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Impidimp,False,False,False,False,False,False
Morgrem,072/159,Common,Psychic,Morgrem,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Morgrem,False,False,False,False,False,False
Morgrem,072/159,Common,Psychic,Morgrem,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Morgrem,False,False,False,False,False,False
Grimmsnarl,073/159,Uncommon,Psychic,Grimmsnarl,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Grimmsnarl,False,False,False,False,False,False
Grimmsnarl,073/159,Uncommon,Psychic,Grimmsnarl,Reverse Holofoil,0.2,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Grimmsnarl,False,False,False,False,False,False
Milcery,074/159,Common,Psychic,Milcery,Normal,0.07,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Milcery,False,False,False,False,False,False
Milcery,074/159,Common,Psychic,Milcery,Reverse Holofoil,0.18,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Milcery,False,False,False,False,False,False
Alcremie ex,075/159,Double Rare,Psychic,Alcremie,Holofoil,0.81,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Alcremie,False,False,False,False,False,False
Cubone,076/159,Common,Fighting,Cubone,Normal,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Cubone,False,False,False,False,False,False
Cubone,076/159,Common,Fighting,Cubone,Reverse Holofoil,0.25,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Cubone,False,False,False,False,False,False
Swinub - 077/159,077/159,Common,Fighting,Swinub,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Swinub,False,False,False,False,False,False
Swinub - 077/159,077/159,Common,Fighting,Swinub,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Swinub,False,False,False,False,False,False
Piloswine,078/159,Common,Fighting,Piloswine,Reverse Holofoil,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Piloswine,False,False,False,False,False,False
Piloswine,078/159,Common,Fighting,Piloswine,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Piloswine,False,False,False,False,False,False
Mamoswine ex - 079/159,079/159,Double Rare,Fighting,Mamoswine,Holofoil,0.65,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Mamoswine,False,False,False,False,False,False
Larvitar,080/159,Common,Fighting,Larvitar,Reverse Holofoil,0.23,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Larvitar,False,False,False,False,False,False
Larvitar,080/159,Common,Fighting,Larvitar,Normal,0.11,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Larvitar,False,False,False,False,False,False
Pupitar,081/159,Common,Fighting,Pupitar,Normal,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Pupitar,False,False,False,False,False,False
Pupitar,081/159,Common,Fighting,Pupitar,Reverse Holofoil,0.2,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Pupitar,False,False,False,False,False,False
Regirock,082/159,Rare,Fighting,Regirock,Reverse Holofoil,0.38,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Regirock,True,False,False,False,False,False
Regirock,082/159,Rare,Fighting,Regirock,Holofoil,0.15,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Regirock,True,False,False,False,False,False
Pancham,083/159,Common,Fighting,Pancham,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Pancham,False,False,False,False,False,False
Pancham,083/159,Common,Fighting,Pancham,Normal,0.09,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Pancham,False,False,False,False,False,False
Rockruff,084/159,Common,Fighting,Rockruff,Reverse Holofoil,0.2,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Rockruff,False,False,False,False,False,False
Rockruff,084/159,Common,Fighting,Rockruff,Normal,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Rockruff,False,False,False,False,False,False
Lycanroc - 085/159,085/159,Rare,Fighting,Lycanroc,Holofoil,0.17,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lycanroc,False,False,False,False,False,False
Lycanroc - 085/159,085/159,Rare,Fighting,Lycanroc,Reverse Holofoil,0.47,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lycanroc,False,False,False,False,False,False
Hop's Silicobra,086/159,Common,Fighting,Silicobra,Reverse Holofoil,0.23,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Silicobra,False,False,False,False,False,False
Hop's Silicobra,086/159,Common,Fighting,Silicobra,Normal,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Silicobra,False,False,False,False,False,False
Hop's Sandaconda,087/159,Uncommon,Fighting,Sandaconda,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Sandaconda,False,False,False,False,False,False
Hop's Sandaconda,087/159,Uncommon,Fighting,Sandaconda,Reverse Holofoil,0.32,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Sandaconda,False,False,False,False,False,False
Toedscool,088/159,Common,Fighting,Toedscool,Reverse Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Toedscool,False,False,False,False,False,False
Toedscool,088/159,Common,Fighting,Toedscool,Normal,0.07,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Toedscool,False,False,False,False,False,False
Toedscruel,089/159,Uncommon,Fighting,Toedscruel,Reverse Holofoil,0.35,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Toedscruel,False,False,False,False,False,False
Toedscruel,089/159,Uncommon,Fighting,Toedscruel,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Toedscruel,False,False,False,False,False,False
Klawf,090/159,Uncommon,Fighting,Klawf,Normal,0.07,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Klawf,False,False,False,False,False,False
Klawf,090/159,Uncommon,Fighting,Klawf,Reverse Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Klawf,False,False,False,False,False,False
Koffing,091/159,Common,Darkness,Koffing,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Koffing,False,False,False,False,False,False
Koffing,091/159,Common,Darkness,Koffing,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Koffing,False,False,False,False,False,False
Weezing,092/159,Uncommon,Darkness,Weezing,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Weezing,False,False,False,False,False,False
Weezing,092/159,Uncommon,Darkness,Weezing,Reverse Holofoil,0.38,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Weezing,False,False,False,False,False,False
Paldean Wooper,093/159,Common,Darkness,Paldean Wooper,Normal,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Paldean Wooper,False,False,False,False,False,False
Paldean Wooper,093/159,Common,Darkness,Paldean Wooper,Reverse Holofoil,0.22,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Paldean Wooper,False,False,False,False,False,False
Paldean Clodsire ex,094/159,Double Rare,Darkness,Paldean Clodsire,Holofoil,0.61,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Paldean Clodsire,False,False,False,False,False,False
Tyranitar,095/159,Rare,Darkness,Tyranitar,Holofoil,0.22,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Tyranitar,False,False,False,False,False,False
Tyranitar,095/159,Rare,Darkness,Tyranitar,Reverse Holofoil,0.66,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Tyranitar,False,False,False,False,False,False
N's Purrloin,096/159,Common,Darkness,Purrloin,Reverse Holofoil,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Purrloin,False,False,False,False,False,False
N's Purrloin,096/159,Common,Darkness,Purrloin,Normal,0.1,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Purrloin,False,False,False,False,False,False
N's Zorua,097/159,Common,Darkness,Zorua,Normal,0.25,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Zorua,False,False,False,False,False,False
N's Zorua,097/159,Common,Darkness,Zorua,Reverse Holofoil,0.28,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Zorua,False,False,False,False,False,False
N's Zoroark ex - 098/159,098/159,Double Rare,Darkness,Zoroark,Holofoil,1.72,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Zoroark,False,False,False,False,False,False
Pangoro,099/159,Uncommon,Darkness,Pangoro,Normal,0.03,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Pangoro,False,False,False,False,False,False
Pangoro,099/159,Uncommon,Darkness,Pangoro,Reverse Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Pangoro,False,False,False,False,False,False
Lokix,100/159,Uncommon,Darkness,Lokix,Normal,0.06,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lokix,False,False,False,False,False,False
Lokix,100/159,Uncommon,Darkness,Lokix,Reverse Holofoil,0.38,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lokix,False,False,False,False,False,False
Bombirdier,101/159,Common,Darkness,Bombirdier,Reverse Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Bombirdier,False,False,False,False,False,False
Bombirdier,101/159,Common,Darkness,Bombirdier,Normal,0.17,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Bombirdier,False,False,False,False,False,False
Escavalier,102/159,Uncommon,Metal,Escavalier,Normal,0.03,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Escavalier,False,False,False,False,False,False
Escavalier,102/159,Uncommon,Metal,Escavalier,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Escavalier,False,False,False,False,False,False
N's Klink,103/159,Common,Metal,Klink,Normal,0.06,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Klink,False,False,False,False,False,False
N's Klink,103/159,Common,Metal,Klink,Reverse Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Klink,False,False,False,False,False,False
N's Klang,104/159,Common,Metal,Klang,Normal,0.15,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Klang,False,False,False,False,False,False
N's Klang,104/159,Common,Metal,Klang,Reverse Holofoil,0.21,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Klang,False,False,False,False,False,False
